timestamp,source_ip,destination_ip,protocol,source_port,destination_port,packets,bytes,scenario
2026-09-10 00:03:33.930303317,192.168.10.12,34.231.20.5,TCP,52257,8883,2,320,normal
2026-09-10 00:03:38.590435392,192.168.10.10,162.159.200.1,UDP,62418,123,1,510,normal
2026-09-10 00:03:40.874558696,192.168.10.21,17.253.144.10,TCP,60728,443,16,9891,normal
2026-09-10 00:03:53.193123987,192.168.10.11,45.57.40.1,TCP,65212,443,24,17856,normal
2026-09-10 00:03:59.866244419,192.168.10.10,192.168.10.1,UDP,49908,53,19,11195,normal
2026-09-10 00:04:01.808289308,192.168.10.10,162.159.200.1,UDP,53023,123,3,1429,normal
2026-09-10 00:04:02.028974621,192.168.10.11,45.57.40.1,TCP,55376,443,10,9107,normal
2026-09-10 00:04:03.545759337,192.168.10.20,142.250.185.46,TCP,49252,443,21,13083,normal
2026-09-10 00:04:08.662480721,192.168.10.10,52.95.110.20,TCP,57113,443,5,2203,normal
2026-09-10 00:04:11.655155568,192.168.10.21,157.240.1.35,TCP,49719,443,8,5178,normal
2026-09-10 00:04:18.264659041,192.168.10.10,52.95.110.20,TCP,49946,443,32,15208,normal
2026-09-10 00:04:21.536812524,192.168.10.10,162.159.200.1,UDP,62400,123,4,2155,normal
2026-09-10 00:04:22.393563750,192.168.10.10,52.95.110.20,TCP,62703,443,14,8947,normal
2026-09-10 00:04:28.368950765,192.168.10.10,192.168.10.1,UDP,51254,53,1,541,normal
2026-09-10 00:04:29.706754736,192.168.10.21,17.253.144.10,TCP,56890,443,5,3475,normal
2026-09-10 00:04:34.187157495,192.168.10.13,54.239.28.85,TCP,57017,443,7,1669,normal
2026-09-10 00:04:35.871154762,192.168.10.10,192.168.10.1,UDP,63996,53,6,4114,normal
2026-09-10 00:04:39.694655910,192.168.10.11,45.57.40.1,TCP,53060,443,19,15630,normal
2026-09-10 00:04:41.289867021,192.168.10.12,192.168.10.1,UDP,54337,53,2,328,normal
2026-09-10 00:04:41.933956752,192.168.10.21,142.250.185.46,TCP,58231,443,22,14774,normal
2026-09-10 00:04:45.352184357,192.168.10.10,52.95.110.20,TCP,58954,443,3,1461,normal
2026-09-10 00:04:50.024989879,192.168.10.10,52.95.110.20,TCP,55525,443,2,1166,normal
2026-09-10 00:04:55.724595559,192.168.10.10,192.168.10.1,UDP,57904,53,2,839,normal
2026-09-10 00:05:06.115919579,192.168.10.20,142.250.185.46,TCP,63223,443,18,12669,normal
2026-09-10 00:05:06.904625154,192.168.10.12,34.231.20.5,TCP,56348,8883,2,330,normal
2026-09-10 00:05:09.974390947,192.168.10.13,192.168.10.1,UDP,53416,53,3,904,normal
2026-09-10 00:05:11.678219320,192.168.10.10,52.95.110.20,TCP,55768,443,6,2777,normal
2026-09-10 00:05:19.472778557,192.168.10.10,52.95.110.20,TCP,61748,443,2,1040,normal
2026-09-10 00:05:23.681573165,192.168.10.10,192.168.10.1,UDP,63572,53,4,2097,normal
2026-09-10 00:05:29.746109045,192.168.10.11,45.57.40.1,TCP,59673,443,10,9264,normal
2026-09-10 00:05:30.500725588,192.168.10.20,13.107.42.14,TCP,56015,443,1,571,normal
2026-09-10 00:05:31.836991647,192.168.10.21,157.240.1.35,TCP,53808,443,6,2884,normal
2026-09-10 00:05:32.580487997,192.168.10.12,34.231.20.5,TCP,61353,8883,2,343,normal
2026-09-10 00:05:35.186152800,192.168.10.21,157.240.1.35,TCP,59181,443,8,4763,normal
2026-09-10 00:05:35.426016468,192.168.10.12,34.231.20.5,TCP,65335,8883,1,130,normal
2026-09-10 00:05:35.766399516,192.168.10.11,23.62.99.10,TCP,62883,80,16,14667,normal
2026-09-10 00:05:40.243752411,192.168.10.21,17.253.144.10,TCP,53049,443,2,1242,normal
2026-09-10 00:05:40.972647578,192.168.10.10,52.95.110.20,TCP,61522,443,13,6144,normal
2026-09-10 00:05:43.402809121,192.168.10.13,192.168.10.1,UDP,58001,53,1,254,normal
2026-09-10 00:05:47.796780180,192.168.10.12,34.231.20.5,TCP,52689,8883,1,134,normal
2026-09-10 00:05:53.004317816,192.168.10.10,52.95.110.20,TCP,62698,443,61,28742,normal
2026-09-10 00:05:57.190865299,192.168.10.21,142.250.185.46,TCP,64452,443,8,3910,normal
2026-09-10 00:05:58.477177488,192.168.10.13,162.159.200.1,UDP,60885,123,6,1627,normal
2026-09-10 00:05:59.826499715,192.168.10.12,34.231.20.5,TCP,55932,8883,1,131,normal
2026-09-10 00:06:09.726873251,192.168.10.10,192.168.10.1,UDP,65216,53,8,4870,normal
2026-09-10 00:06:13.646374429,192.168.10.21,157.240.1.35,TCP,64382,443,2,1301,normal
2026-09-10 00:06:26.816569350,192.168.10.13,192.168.10.1,UDP,59103,53,6,2033,normal
2026-09-10 00:06:27.241024965,192.168.10.21,192.168.10.1,UDP,64348,53,1,601,normal
2026-09-10 00:06:35.510472438,192.168.10.10,52.95.110.20,TCP,54364,443,32,20164,normal
2026-09-10 00:06:36.436667225,192.168.10.20,13.107.42.14,TCP,61156,443,19,13279,normal
2026-09-10 00:06:46.406509616,192.168.10.10,52.95.110.20,TCP,59851,443,40,20232,normal
2026-09-10 00:06:47.699951175,192.168.10.12,192.168.10.1,UDP,59127,53,3,535,normal
2026-09-10 00:06:48.609801090,192.168.10.11,142.250.185.46,TCP,55418,443,22,18901,normal
2026-09-10 00:06:49.281905643,192.168.10.21,157.240.1.35,TCP,56852,443,33,20113,normal
2026-09-10 00:06:51.550503885,192.168.10.12,34.231.20.5,TCP,58702,8883,1,134,normal
2026-09-10 00:06:57.356989467,192.168.10.21,142.250.185.46,TCP,64235,443,6,3404,normal
2026-09-10 00:07:04.658382765,192.168.10.11,45.57.40.1,TCP,57634,443,6,5375,normal
2026-09-10 00:07:04.780642279,192.168.10.10,52.95.110.20,TCP,59099,443,24,13534,normal
2026-09-10 00:07:05.315574942,192.168.10.20,142.250.185.46,TCP,55236,443,3,2652,normal
2026-09-10 00:07:26.346650630,192.168.10.10,52.95.110.20,TCP,60409,443,7,2940,normal
2026-09-10 00:07:31.182307142,192.168.10.20,13.107.42.14,TCP,53215,443,1,831,normal
2026-09-10 00:07:31.252125519,192.168.10.20,192.168.10.1,UDP,62735,53,1,616,normal
2026-09-10 00:07:32.154734731,192.168.10.10,52.95.110.20,TCP,56153,443,5,2539,normal
2026-09-10 00:07:34.615029596,192.168.10.11,45.57.40.1,TCP,65346,443,16,13775,normal
2026-09-10 00:07:39.748177123,192.168.10.12,34.231.20.5,TCP,62420,8883,6,881,normal
2026-09-10 00:07:45.203027669,192.168.10.13,162.159.200.1,UDP,60714,123,13,2783,normal
2026-09-10 00:07:46.369758622,192.168.10.10,52.95.110.20,TCP,59764,443,18,6066,normal
2026-09-10 00:07:46.513103644,192.168.10.10,52.95.110.20,TCP,59707,443,18,8041,normal
2026-09-10 00:07:47.716168984,192.168.10.10,52.95.110.20,TCP,58800,443,9,5158,normal
2026-09-10 00:07:48.560632203,192.168.10.20,140.82.112.3,TCP,54226,443,14,9520,normal
2026-09-10 00:07:52.750190516,192.168.10.21,17.253.144.10,TCP,55039,443,16,12911,normal
2026-09-10 00:07:55.563351019,192.168.10.21,142.250.185.46,TCP,61511,443,2,1159,normal
2026-09-10 00:08:01.269429909,192.168.10.10,162.159.200.1,UDP,55094,123,10,6527,normal
2026-09-10 00:08:03.659066094,192.168.10.12,34.231.20.5,TCP,52502,8883,1,141,normal
2026-09-10 00:08:08.899984384,192.168.10.21,142.250.185.46,TCP,61100,443,1,637,normal
2026-09-10 00:08:11.525981537,192.168.10.13,54.239.28.85,TCP,50816,443,8,2177,normal
2026-09-10 00:08:13.164200461,192.168.10.10,52.95.110.20,TCP,61512,443,11,6761,normal
2026-09-10 00:08:22.308561615,192.168.10.20,192.168.10.1,UDP,60532,53,1,712,normal
2026-09-10 00:08:23.126311332,192.168.10.10,162.159.200.1,UDP,65522,123,14,5536,normal
2026-09-10 00:08:23.321278249,192.168.10.11,142.250.185.46,TCP,53215,443,26,25390,normal
2026-09-10 00:08:23.953381921,192.168.10.12,34.231.20.5,TCP,62061,8883,1,178,normal
2026-09-10 00:08:29.727502979,192.168.10.10,192.168.10.1,UDP,57459,53,12,5760,normal
2026-09-10 00:08:33.134777017,192.168.10.10,162.159.200.1,UDP,62962,123,22,10141,normal
2026-09-10 00:08:33.376750495,192.168.10.21,17.253.144.10,TCP,51805,443,25,14377,normal
2026-09-10 00:08:35.350962004,192.168.10.12,192.168.10.1,UDP,52179,53,1,122,normal
2026-09-10 00:08:39.480172964,192.168.10.12,34.231.20.5,TCP,64724,8883,1,163,normal
2026-09-10 00:08:49.407398007,192.168.10.10,52.95.110.20,TCP,53876,443,32,15130,normal
2026-09-10 00:08:52.816911713,192.168.10.20,140.82.112.3,TCP,51698,443,9,5047,normal
2026-09-10 00:08:56.969103797,192.168.10.12,34.231.20.5,TCP,63681,8883,2,341,normal
2026-09-10 00:09:00.964624005,192.168.10.13,162.159.200.1,UDP,65286,123,10,3538,normal
2026-09-10 00:09:12.039888202,192.168.10.11,23.62.99.10,TCP,55528,80,1,988,normal
2026-09-10 00:09:27.473403998,192.168.10.20,192.168.10.1,UDP,49658,53,11,8146,normal
2026-09-10 00:09:29.610245569,192.168.10.12,34.231.20.5,TCP,52544,8883,1,164,normal
2026-09-10 00:09:32.815226167,192.168.10.10,162.159.200.1,UDP,61947,123,7,4714,normal
2026-09-10 00:09:36.203776933,192.168.10.10,52.95.110.20,TCP,50056,443,25,11022,normal
2026-09-10 00:09:42.098735477,192.168.10.12,34.231.20.5,TCP,58847,8883,2,364,normal
2026-09-10 00:09:44.781798565,192.168.10.10,52.95.110.20,TCP,55393,443,21,13233,normal
2026-09-10 00:09:45.899102256,192.168.10.10,52.95.110.20,TCP,60409,443,7,3606,normal
2026-09-10 00:09:47.354124879,192.168.10.11,45.57.40.1,TCP,58455,443,5,5405,normal
2026-09-10 00:09:51.433487158,192.168.10.11,45.57.40.1,TCP,57837,443,7,6088,normal
2026-09-10 00:09:54.514923776,192.168.10.12,34.231.20.5,TCP,55736,8883,3,406,normal
2026-09-10 00:09:58.078609896,192.168.10.21,17.253.144.10,TCP,64194,443,32,14039,normal
2026-09-10 00:09:59.382120192,192.168.10.10,52.95.110.20,TCP,59084,443,23,13651,normal
2026-09-10 00:10:01.153426481,192.168.10.10,192.168.10.1,UDP,52297,53,19,8402,normal
2026-09-10 00:10:05.779538285,192.168.10.13,54.239.28.85,TCP,60276,443,5,1423,normal
2026-09-10 00:10:07.235042392,192.168.10.11,142.250.185.46,TCP,49351,443,25,21161,normal
2026-09-10 00:10:14.685045469,192.168.10.21,157.240.1.35,TCP,54143,443,1,565,normal
2026-09-10 00:10:38.143666802,192.168.10.21,192.168.10.1,UDP,52680,53,13,6335,normal
2026-09-10 00:10:41.997491810,192.168.10.21,17.253.144.10,TCP,49619,443,3,1701,normal
2026-09-10 00:10:42.487757264,192.168.10.13,54.239.28.85,TCP,60657,443,1,218,normal
2026-09-10 00:10:43.098079652,192.168.10.20,192.168.10.1,UDP,55839,53,12,8068,normal
2026-09-10 00:10:47.324512241,192.168.10.10,52.95.110.20,TCP,53011,443,37,17301,normal
2026-09-10 00:10:55.353857215,192.168.10.12,34.231.20.5,TCP,53364,8883,4,667,normal
2026-09-10 00:10:58.119887109,192.168.10.10,52.95.110.20,TCP,58166,443,10,4024,normal
2026-09-10 00:11:04.649238610,192.168.10.10,192.168.10.1,UDP,62965,53,8,3865,normal
2026-09-10 00:11:05.695833051,192.168.10.12,192.168.10.1,UDP,54977,53,6,1092,normal
2026-09-10 00:11:06.385296124,192.168.10.13,192.168.10.1,UDP,65526,53,7,2470,normal
2026-09-10 00:11:09.779216636,192.168.10.21,17.253.144.10,TCP,50274,443,22,12632,normal
2026-09-10 00:11:21.156658363,192.168.10.11,142.250.185.46,TCP,64298,443,13,10549,normal
2026-09-10 00:11:27.668050359,192.168.10.10,52.95.110.20,TCP,61595,443,5,2566,normal
2026-09-10 00:11:32.875671041,192.168.10.20,192.168.10.1,UDP,55210,53,24,19484,normal
2026-09-10 00:11:33.748854878,192.168.10.10,52.95.110.20,TCP,61237,443,22,9596,normal
2026-09-10 00:11:50.097418603,192.168.10.12,34.231.20.5,TCP,62840,8883,1,173,normal
2026-09-10 00:12:03.320304750,192.168.10.11,142.250.185.46,TCP,61062,443,21,21352,normal
2026-09-10 00:12:12.657078984,192.168.10.21,17.253.144.10,TCP,55539,443,10,6533,normal
2026-09-10 00:12:16.004363000,192.168.10.13,54.239.28.85,TCP,57004,443,12,3282,normal
2026-09-10 00:12:19.411564153,192.168.10.20,140.82.112.3,TCP,63653,443,13,8850,normal
2026-09-10 00:12:21.541821784,192.168.10.10,162.159.200.1,UDP,61575,123,29,15813,normal
2026-09-10 00:12:31.686593266,192.168.10.21,17.253.144.10,TCP,50760,443,4,1969,normal
2026-09-10 00:12:32.014254974,192.168.10.21,192.168.10.1,UDP,64869,53,1,544,normal
2026-09-10 00:12:35.652230578,192.168.10.10,52.95.110.20,TCP,60978,443,2,1013,normal
2026-09-10 00:12:41.325521831,192.168.10.10,162.159.200.1,UDP,56697,123,55,22565,normal
2026-09-10 00:12:50.764094890,192.168.10.21,17.253.144.10,TCP,61059,443,1,585,normal
2026-09-10 00:12:52.663019352,192.168.10.10,192.168.10.1,UDP,52496,53,5,2583,normal
2026-09-10 00:12:56.147794913,192.168.10.21,17.253.144.10,TCP,58839,443,3,2055,normal
2026-09-10 00:12:56.878901515,192.168.10.12,34.231.20.5,TCP,63325,8883,1,161,normal
2026-09-10 00:12:58.868765373,192.168.10.12,34.231.20.5,TCP,58345,8883,6,824,normal
2026-09-10 00:13:05.067723530,192.168.10.10,52.95.110.20,TCP,54057,443,22,7755,normal
2026-09-10 00:13:08.023370779,192.168.10.12,34.231.20.5,TCP,55182,8883,2,283,normal
2026-09-10 00:13:08.383622853,192.168.10.10,52.95.110.20,TCP,50468,443,5,2994,normal
2026-09-10 00:13:16.392681840,192.168.10.21,192.168.10.1,UDP,51567,53,8,4307,normal
2026-09-10 00:13:21.260995493,192.168.10.21,157.240.1.35,TCP,55984,443,2,1075,normal
2026-09-10 00:13:22.903329683,192.168.10.10,52.95.110.20,TCP,61094,443,9,4060,normal
2026-09-10 00:13:23.444323699,192.168.10.13,54.239.28.85,TCP,61496,443,5,1411,normal
2026-09-10 00:13:24.215690720,192.168.10.21,157.240.1.35,TCP,51345,443,20,13984,normal
2026-09-10 00:13:27.552489004,192.168.10.10,162.159.200.1,UDP,59385,123,22,10700,normal
2026-09-10 00:13:33.550589178,192.168.10.12,34.231.20.5,TCP,54438,8883,2,302,normal
2026-09-10 00:13:37.318147089,192.168.10.21,157.240.1.35,TCP,62416,443,7,4401,normal
2026-09-10 00:13:40.699003475,192.168.10.11,142.250.185.46,TCP,65043,443,16,15377,normal
2026-09-10 00:13:45.580210112,192.168.10.12,192.168.10.1,UDP,59145,53,2,245,normal
2026-09-10 00:13:46.170233128,192.168.10.20,140.82.112.3,TCP,51620,443,19,19387,normal
2026-09-10 00:13:58.585486436,192.168.10.21,17.253.144.10,TCP,62488,443,3,1867,normal
2026-09-10 00:14:08.757775424,192.168.10.20,140.82.112.3,TCP,57665,443,3,2167,normal
2026-09-10 00:14:11.031881824,192.168.10.12,34.231.20.5,TCP,63637,8883,1,144,normal
2026-09-10 00:14:13.106055265,192.168.10.13,162.159.200.1,UDP,58773,123,9,2488,normal
2026-09-10 00:14:13.641573175,192.168.10.11,45.57.40.1,TCP,65403,443,4,3863,normal
2026-09-10 00:14:15.284657867,192.168.10.21,157.240.1.35,TCP,63951,443,29,15558,normal
2026-09-10 00:14:20.715807933,192.168.10.12,192.168.10.1,UDP,64256,53,1,133,normal
2026-09-10 00:14:22.748239385,192.168.10.10,52.95.110.20,TCP,59674,443,24,12423,normal
2026-09-10 00:14:33.079752962,192.168.10.12,192.168.10.1,UDP,61049,53,1,173,normal
2026-09-10 00:14:41.091100695,192.168.10.20,142.250.185.46,TCP,62091,443,15,11781,normal
2026-09-10 00:14:56.704808636,192.168.10.11,142.250.185.46,TCP,64617,443,7,5038,normal
2026-09-10 00:14:56.739228241,192.168.10.10,52.95.110.20,TCP,49599,443,34,18251,normal
2026-09-10 00:14:57.398355617,192.168.10.11,45.57.40.1,TCP,61795,443,5,4658,normal
2026-09-10 00:14:57.591916982,192.168.10.12,34.231.20.5,TCP,59825,8883,4,580,normal
2026-09-10 00:15:01.317201845,192.168.10.10,162.159.200.1,UDP,56950,123,14,8064,normal
2026-09-10 00:15:03.026991571,192.168.10.12,192.168.10.1,UDP,54754,53,1,185,normal
2026-09-10 00:15:05.267899274,192.168.10.20,142.250.185.46,TCP,56444,443,16,9122,normal
2026-09-10 00:15:06.203680264,192.168.10.21,157.240.1.35,TCP,63907,443,8,5315,normal
2026-09-10 00:15:07.368216088,192.168.10.21,17.253.144.10,TCP,61598,443,1,588,normal
2026-09-10 00:15:12.949749902,192.168.10.21,17.253.144.10,TCP,57269,443,13,7457,normal
2026-09-10 00:15:27.402551422,192.168.10.12,34.231.20.5,TCP,54479,8883,1,130,normal
2026-09-10 00:15:27.490212171,192.168.10.10,52.95.110.20,TCP,64903,443,3,1340,normal
2026-09-10 00:15:27.793971367,192.168.10.21,142.250.185.46,TCP,51758,443,3,1549,normal
2026-09-10 00:15:28.180669912,192.168.10.12,34.231.20.5,TCP,53993,8883,1,130,normal
2026-09-10 00:15:29.310974297,192.168.10.13,54.239.28.85,TCP,63162,443,9,2758,normal
2026-09-10 00:15:35.271853634,192.168.10.21,157.240.1.35,TCP,64585,443,1,655,normal
2026-09-10 00:15:37.759240930,192.168.10.10,192.168.10.1,UDP,64089,53,2,1066,normal
2026-09-10 00:15:40.800305447,192.168.10.10,52.95.110.20,TCP,63596,443,7,3642,normal
2026-09-10 00:15:41.431773184,192.168.10.11,142.250.185.46,TCP,51046,443,25,17307,normal
2026-09-10 00:15:43.689591676,192.168.10.10,192.168.10.1,UDP,61991,53,14,7449,normal
2026-09-10 00:15:49.685803496,192.168.10.21,157.240.1.35,TCP,54373,443,6,4007,normal
2026-09-10 00:15:54.652957211,192.168.10.10,52.95.110.20,TCP,55921,443,10,4884,normal
2026-09-10 00:15:57.067874955,192.168.10.12,34.231.20.5,TCP,61992,8883,3,477,normal
2026-09-10 00:15:57.790007655,192.168.10.12,34.231.20.5,TCP,60750,8883,1,136,normal
2026-09-10 00:16:02.936871992,192.168.10.13,54.239.28.85,TCP,56849,443,10,3426,normal
2026-09-10 00:16:04.824818071,192.168.10.12,34.231.20.5,TCP,62460,8883,7,877,normal
2026-09-10 00:16:12.490515276,192.168.10.20,192.168.10.1,UDP,58381,53,14,8900,normal
2026-09-10 00:16:12.834183345,192.168.10.20,140.82.112.3,TCP,49503,443,4,2274,normal
2026-09-10 00:16:13.610440824,192.168.10.21,17.253.144.10,TCP,64350,443,10,5221,normal
2026-09-10 00:16:33.935373683,192.168.10.10,52.95.110.20,TCP,62584,443,14,6176,normal
2026-09-10 00:16:35.209956630,192.168.10.11,45.57.40.1,TCP,57167,443,2,1424,normal
2026-09-10 00:16:40.714062091,192.168.10.13,54.239.28.85,TCP,50052,443,2,669,normal
2026-09-10 00:16:46.493470632,192.168.10.10,52.95.110.20,TCP,53700,443,52,23554,normal
2026-09-10 00:16:49.495661967,192.168.10.11,142.250.185.46,TCP,58909,443,27,31353,normal
2026-09-10 00:16:49.594847792,192.168.10.21,142.250.185.46,TCP,63799,443,22,14610,normal
2026-09-10 00:17:03.203619170,192.168.10.12,192.168.10.1,UDP,51669,53,1,149,normal
2026-09-10 00:17:04.101850451,192.168.10.11,142.250.185.46,TCP,55873,443,4,3603,normal
2026-09-10 00:17:13.078029737,192.168.10.12,192.168.10.1,UDP,53235,53,1,157,normal
2026-09-10 00:17:13.411459112,192.168.10.12,34.231.20.5,TCP,62024,8883,1,159,normal
2026-09-10 00:17:15.813185744,192.168.10.21,142.250.185.46,TCP,49629,443,19,10926,normal
2026-09-10 00:17:18.178306792,192.168.10.12,34.231.20.5,TCP,65047,8883,1,133,normal
2026-09-10 00:17:18.510688424,192.168.10.12,34.231.20.5,TCP,56625,8883,1,140,normal
2026-09-10 00:17:18.946675479,192.168.10.11,45.57.40.1,TCP,53963,443,1,1088,normal
2026-09-10 00:17:19.253816011,192.168.10.10,52.95.110.20,TCP,61611,443,46,24883,normal
2026-09-10 00:17:19.470536597,192.168.10.20,13.107.42.14,TCP,50591,443,4,2686,normal
2026-09-10 00:17:25.623690107,192.168.10.20,13.107.42.14,TCP,52650,443,8,7048,normal
2026-09-10 00:17:26.102951636,192.168.10.12,34.231.20.5,TCP,64442,8883,2,232,normal
2026-09-10 00:17:28.589788833,192.168.10.20,192.168.10.1,UDP,58882,53,9,6248,normal
2026-09-10 00:17:28.940602427,192.168.10.10,52.95.110.20,TCP,59625,443,3,1814,normal
2026-09-10 00:17:35.814011387,192.168.10.10,52.95.110.20,TCP,60938,443,3,1355,normal
2026-09-10 00:17:41.848391396,192.168.10.10,52.95.110.20,TCP,58925,443,12,5060,normal
2026-09-10 00:17:43.876056514,192.168.10.11,142.250.185.46,TCP,59327,443,3,2824,normal
2026-09-10 00:17:46.798493391,192.168.10.11,142.250.185.46,TCP,52103,443,2,1380,normal
2026-09-10 00:17:54.119544927,192.168.10.10,162.159.200.1,UDP,49203,123,33,17023,normal
2026-09-10 00:17:57.006811275,192.168.10.11,192.168.10.1,UDP,50759,53,13,10905,normal
2026-09-10 00:17:59.536029775,192.168.10.13,54.239.28.85,TCP,54411,443,9,2251,normal
2026-09-10 00:18:01.994685828,192.168.10.10,52.95.110.20,TCP,59213,443,12,6472,normal
2026-09-10 00:18:02.584263736,192.168.10.10,52.95.110.20,TCP,54821,443,4,1966,normal
2026-09-10 00:18:02.659657571,192.168.10.12,34.231.20.5,TCP,58917,8883,4,610,normal
2026-09-10 00:18:06.236879525,192.168.10.11,45.57.40.1,TCP,56645,443,40,37779,normal
2026-09-10 00:18:10.671920103,192.168.10.20,192.168.10.1,UDP,62366,53,4,2192,normal
2026-09-10 00:18:13.450736907,192.168.10.12,34.231.20.5,TCP,51342,8883,3,470,normal
2026-09-10 00:18:24.823397594,192.168.10.10,52.95.110.20,TCP,60938,443,40,22107,normal
2026-09-10 00:18:25.673086664,192.168.10.13,54.239.28.85,TCP,50536,443,8,1846,normal
2026-09-10 00:18:25.996497135,192.168.10.20,142.250.185.46,TCP,62951,443,1,822,normal
2026-09-10 00:18:36.198315528,192.168.10.10,162.159.200.1,UDP,64004,123,7,3374,normal
2026-09-10 00:18:38.858665118,192.168.10.12,34.231.20.5,TCP,59415,8883,1,151,normal
2026-09-10 00:18:48.648996743,192.168.10.21,17.253.144.10,TCP,58013,443,28,21032,normal
2026-09-10 00:18:55.580080659,192.168.10.10,52.95.110.20,TCP,58568,443,4,1790,normal
2026-09-10 00:18:56.624842539,192.168.10.20,142.250.185.46,TCP,65510,443,10,6663,normal
